"resultado","convocatoria","escalafon","sexo","disciplina_codigo","n"
"Otorgado","2010","Becas postdoctorales","F","KS3",21
"Otorgado","2010","Becas postdoctorales","F","KS4",46
"Otorgado","2010","Becas postdoctorales","F","KS5",35
"Otorgado","2010","Becas postdoctorales","F","KS6",4
"Otorgado","2010","Becas postdoctorales","F","KT1",12
"Otorgado","2010","Becas postdoctorales","M","KA1",13
"Otorgado","2010","Becas postdoctorales","M","KA2",27
"Otorgado","2010","Becas postdoctorales","M","KA3",4
"Otorgado","2010","Becas postdoctorales","M","KA4",11
"Otorgado","2010","Becas postdoctorales","M","KA5",23
"Otorgado","2010","Becas postdoctorales","M","KB1",16
"Otorgado","2010","Becas postdoctorales","M","KB2",37
"Otorgado","2010","Becas postdoctorales","M","KB3",12
"Otorgado","2010","Becas postdoctorales","M","KB4",5
"Otorgado","2010","Becas postdoctorales","M","KE1",25
"Otorgado","2010","Becas postdoctorales","M","KE2",15
"Otorgado","2010","Becas postdoctorales","M","KE3",30
"Otorgado","2010","Becas postdoctorales","M","KE4",2
"Otorgado","2010","Becas postdoctorales","M","KE5",23
"Otorgado","2010","Becas postdoctorales","M","KS1",16
"Otorgado","2010","Becas postdoctorales","M","KS2",3
"Otorgado","2010","Becas postdoctorales","M","KS3",14
"Otorgado","2010","Becas postdoctorales","M","KS4",20
"Otorgado","2010","Becas postdoctorales","M","KS5",21
"Otorgado","2010","Becas postdoctorales","M","KS6",2
"Otorgado","2010","Becas postdoctorales","M","KT1",9
"Otorgado","2010",NA,"F","KB2",3
"Otorgado","2010",NA,"F","KB4",1
"Otorgado","2010",NA,"M","KB2",1
"Otorgado","2010",NA,"M","KE3",1
"Otorgado","2010",NA,"M","KE5",1
"Otorgado","2010",NA,"M","KS1",1
"Otorgado","2011","Becas doctorales","F","KA1",149
"Otorgado","2011","Becas doctorales","F","KA2",20
"Otorgado","2011","Becas doctorales","F","KA3",27
"Otorgado","2011","Becas doctorales","F","KA4",7
"Otorgado","2011","Becas doctorales","F","KA5",137
"Otorgado","2011","Becas doctorales","F","KB1",133
"Otorgado","2011","Becas doctorales","F","KB2",240
"Otorgado","2011","Becas doctorales","F","KB3",106
"Otorgado","2011","Becas doctorales","F","KB4",46
"Otorgado","2011","Becas doctorales","F","KE1",95
"Otorgado","2011","Becas doctorales","F","KE2",21
"Otorgado","2011","Becas doctorales","F","KE3",33
"Otorgado","2011","Becas doctorales","F","KE4",15
"Otorgado","2011","Becas doctorales","F","KE5",85
"Otorgado","2011","Becas doctorales","F","KS1",60
"Otorgado","2011","Becas doctorales","F","KS2",74
"Otorgado","2011","Becas doctorales","F","KS3",49
"Otorgado","2011","Becas doctorales","F","KS4",141
"Otorgado","2011","Becas doctorales","F","KS5",100
"Otorgado","2011","Becas doctorales","F","KS6",25
"Otorgado","2011","Becas doctorales","F","KS7",66
"Otorgado","2011","Becas doctorales","F","KT1",12
"Otorgado","2011","Becas doctorales","M","KA1",72
"Otorgado","2011","Becas doctorales","M","KA2",86
"Otorgado","2011","Becas doctorales","M","KA3",8
"Otorgado","2011","Becas doctorales","M","KA4",40
"Otorgado","2011","Becas doctorales","M","KA5",76
"Otorgado","2011","Becas doctorales","M","KB1",61
"Otorgado","2011","Becas doctorales","M","KB2",102
"Otorgado","2011","Becas doctorales","M","KB3",49
"Otorgado","2011","Becas doctorales","M","KB4",15
"Otorgado","2011","Becas doctorales","M","KE1",66
"Otorgado","2011","Becas doctorales","M","KE2",32
"Otorgado","2011","Becas doctorales","M","KE3",85
"Otorgado","2011","Becas doctorales","M","KE4",17
"Otorgado","2011","Becas doctorales","M","KE5",83
"Otorgado","2011","Becas doctorales","M","KS1",33
"Otorgado","2011","Becas doctorales","M","KS2",27
"Otorgado","2011","Becas doctorales","M","KS3",51
"Otorgado","2011","Becas doctorales","M","KS4",82
"Otorgado","2011","Becas doctorales","M","KS5",73
"Otorgado","2011","Becas doctorales","M","KS6",17
"Otorgado","2011","Becas doctorales","M","KS7",26
"Otorgado","2011","Becas doctorales","M","KT1",10
"Otorgado","2011","Becas externas","F","KA1",3
"Otorgado","2011","Becas externas","F","KA5",3
"Otorgado","2011","Becas externas","F","KB1",5
"Otorgado","2011","Becas externas","F","KB2",8
"Otorgado","2011","Becas externas","F","KE1",2
"Otorgado","2011","Becas externas","F","KE3",2
"Otorgado","2011","Becas externas","F","KE4",1
"Otorgado","2011","Becas externas","F","KE5",1
"Otorgado","2011","Becas externas","F","KS3",1
"Otorgado","2011","Becas externas","F","KS4",2
"Otorgado","2011","Becas externas","F","KS5",3
"Otorgado","2011","Becas externas","F","KS6",2
"Otorgado","2011","Becas externas","M","KA1",2
"Otorgado","2011","Becas externas","M","KA2",3
"Otorgado","2011","Becas externas","M","KA4",1
"Otorgado","2011","Becas externas","M","KA5",3
"Otorgado","2011","Becas externas","M","KB1",1
"Otorgado","2011","Becas externas","M","KB2",7
"Otorgado","2011","Becas externas","M","KB3",2
"Otorgado","2011","Becas externas","M","KE1",2
"Otorgado","2011","Becas externas","M","KE2",2
"Otorgado","2011","Becas externas","M","KE3",6
"Otorgado","2011","Becas externas","M","KE5",1
"Otorgado","2011","Becas externas","M","KS1",1
"Otorgado","2011","Becas externas","M","KS2",1
"Otorgado","2011","Becas externas","M","KS3",3
"Otorgado","2011","Becas externas","M","KS4",2
"Otorgado","2011","Becas externas","M","KS5",2
"Otorgado","2011","Becas externas","M","KS6",1
"Otorgado","2011","Becas externas","M","KT1",3
"Otorgado","2011","Becas postdoctorales","F","KA1",38
"Otorgado","2011","Becas postdoctorales","F","KA2",9
"Otorgado","2011","Becas postdoctorales","F","KA3",7
"Otorgado","2011","Becas postdoctorales","F","KA4",4
"Otorgado","2011","Becas postdoctorales","F","KA5",50
"Otorgado","2011","Becas postdoctorales","F","KB1",36
"Otorgado","2011","Becas postdoctorales","F","KB2",52
"Otorgado","2011","Becas postdoctorales","F","KB3",22
"Otorgado","2011","Becas postdoctorales","F","KB4",16
"Otorgado","2011","Becas postdoctorales","F","KE1",38
"Otorgado","2011","Becas postdoctorales","F","KE2",7
"Otorgado","2011","Becas postdoctorales","F","KE3",6
"Otorgado","2011","Becas postdoctorales","F","KE4",8
"Otorgado","2011","Becas postdoctorales","F","KE5",29
"Otorgado","2011","Becas postdoctorales","F","KS1",18
"Otorgado","2011","Becas postdoctorales","F","KS2",14
"Otorgado","2011","Becas postdoctorales","F","KS3",12
"Otorgado","2011","Becas postdoctorales","F","KS4",30
"Otorgado","2011","Becas postdoctorales","F","KS5",22
"Otorgado","2011","Becas postdoctorales","F","KS6",3
"Otorgado","2011","Becas postdoctorales","F","KS7",18
"Otorgado","2011","Becas postdoctorales","F","KT1",13
"Otorgado","2011","Becas postdoctorales","M","KA1",25
"Otorgado","2011","Becas postdoctorales","M","KA2",28
"Otorgado","2011","Becas postdoctorales","M","KA3",3
"Otorgado","2011","Becas postdoctorales","M","KA4",9
"Otorgado","2011","Becas postdoctorales","M","KA5",22
"Otorgado","2011","Becas postdoctorales","M","KB1",14
"Otorgado","2011","Becas postdoctorales","M","KB2",35
"Otorgado","2011","Becas postdoctorales","M","KB3",14
"Otorgado","2011","Becas postdoctorales","M","KB4",5
"Otorgado","2011","Becas postdoctorales","M","KE1",29
"Otorgado","2011","Becas postdoctorales","M","KE2",10
"Otorgado","2011","Becas postdoctorales","M","KE3",35
"Otorgado","2011","Becas postdoctorales","M","KE4",2
"Otorgado","2011","Becas postdoctorales","M","KE5",27
"Otorgado","2011","Becas postdoctorales","M","KS1",6
"Otorgado","2011","Becas postdoctorales","M","KS2",7
"Otorgado","2011","Becas postdoctorales","M","KS3",11
"Otorgado","2011","Becas postdoctorales","M","KS4",21
"Otorgado","2011","Becas postdoctorales","M","KS5",22
"Otorgado","2011","Becas postdoctorales","M","KS6",6
"Otorgado","2011","Becas postdoctorales","M","KS7",3
"Otorgado","2011","Becas postdoctorales","M","KT1",11
"Otorgado","2011",NA,"F","KA1",1
"Otorgado","2011",NA,"M","KA1",1
"Otorgado","2011",NA,"M","KB3",1
"Otorgado","2011",NA,"M","KS5",1
"Otorgado","2012","Becas doctorales","F","KA1",175
"Otorgado","2012","Becas doctorales","F","KA2",28
"Otorgado","2012","Becas doctorales","F","KA3",36
"Otorgado","2012","Becas doctorales","F","KA4",17
"Otorgado","2012","Becas doctorales","F","KA5",153
"Otorgado","2012","Becas doctorales","F","KB1",162
"Otorgado","2012","Becas doctorales","F","KB2",240
"Otorgado","2012","Becas doctorales","F","KB3",119
"Otorgado","2012","Becas doctorales","F","KB4",43
"Otorgado","2012","Becas doctorales","F","KE1",118
"Otorgado","2012","Becas doctorales","F","KE2",30
"Otorgado","2012","Becas doctorales","F","KE3",42
"Otorgado","2012","Becas doctorales","F","KE4",16
"Otorgado","2012","Becas doctorales","F","KE5",110
"Otorgado","2012","Becas doctorales","F","KS1",58
"Otorgado","2012","Becas doctorales","F","KS2",67
"Otorgado","2012","Becas doctorales","F","KS3",43
"Otorgado","2012","Becas doctorales","F","KS4",146
"Otorgado","2012","Becas doctorales","F","KS5",135
"Otorgado","2012","Becas doctorales","F","KS6",35
"Otorgado","2012","Becas doctorales","F","KS7",61
"Otorgado","2012","Becas doctorales","F","KS8",1
"Otorgado","2012","Becas doctorales","F","KT1",6
"Otorgado","2012","Becas doctorales","M","KA1",77
"Otorgado","2012","Becas doctorales","M","KA2",116
"Otorgado","2012","Becas doctorales","M","KA3",22
"Otorgado","2012","Becas doctorales","M","KA4",58
"Otorgado","2012","Becas doctorales","M","KA5",101
"Otorgado","2012","Becas doctorales","M","KB1",56
"Otorgado","2012","Becas doctorales","M","KB2",113
"Otorgado","2012","Becas doctorales","M","KB3",58
"Otorgado","2012","Becas doctorales","M","KB4",21
"Otorgado","2012","Becas doctorales","M","KE1",84
"Otorgado","2012","Becas doctorales","M","KE2",35
"Otorgado","2012","Becas doctorales","M","KE3",94
"Otorgado","2012","Becas doctorales","M","KE4",9
"Otorgado","2012","Becas doctorales","M","KE5",84
"Otorgado","2012","Becas doctorales","M","KS1",40
"Otorgado","2012","Becas doctorales","M","KS2",31
"Otorgado","2012","Becas doctorales","M","KS3",45
"Otorgado","2012","Becas doctorales","M","KS4",67
"Otorgado","2012","Becas doctorales","M","KS5",69
"Otorgado","2012","Becas doctorales","M","KS6",26
"Otorgado","2012","Becas doctorales","M","KS7",17
"Otorgado","2012","Becas doctorales","M","KT1",9
"Otorgado","2012","Becas externas","F","KA1",4
"Otorgado","2012","Becas externas","F","KA3",1
"Otorgado","2012","Becas externas","F","KA5",2
"Otorgado","2012","Becas externas","F","KB2",9
"Otorgado","2012","Becas externas","F","KB3",1
"Otorgado","2012","Becas externas","F","KE1",3
"Otorgado","2012","Becas externas","F","KE3",1
"Otorgado","2012","Becas externas","F","KE5",2
"Otorgado","2012","Becas externas","F","KS2",1
"Otorgado","2012","Becas externas","F","KS4",3
"Otorgado","2012","Becas externas","F","KS5",1
"Otorgado","2012","Becas externas","M","KA3",1
"Otorgado","2012","Becas externas","M","KA5",3
"Otorgado","2012","Becas externas","M","KB1",1
"Otorgado","2012","Becas externas","M","KB2",1
"Otorgado","2012","Becas externas","M","KB3",1
"Otorgado","2012","Becas externas","M","KE1",1
"Otorgado","2012","Becas externas","M","KE3",7
"Otorgado","2012","Becas externas","M","KE4",1
"Otorgado","2012","Becas externas","M","KE5",5
"Otorgado","2012","Becas externas","M","KS3",1
"Otorgado","2012","Becas externas","M","KS4",2
"Otorgado","2012","Becas externas","M","KS5",2
"Otorgado","2012","Becas externas","M","KS6",1
"Otorgado","2012","Becas externas","M","KT1",1
"Otorgado","2012","Becas postdoctorales","F","KA1",60
"Otorgado","2012","Becas postdoctorales","F","KA2",8
"Otorgado","2012","Becas postdoctorales","F","KA3",15
"Otorgado","2012","Becas postdoctorales","F","KA5",59
"Otorgado","2012","Becas postdoctorales","F","KB1",45
"Otorgado","2012","Becas postdoctorales","F","KB2",93
"Otorgado","2012","Becas postdoctorales","F","KB3",30
"Otorgado","2012","Becas postdoctorales","F","KB4",20
"Otorgado","2012","Becas postdoctorales","F","KE1",56
"Otorgado","2012","Becas postdoctorales","F","KE2",11
"Otorgado","2012","Becas postdoctorales","F","KE3",16
"Otorgado","2012","Becas postdoctorales","F","KE4",4
"Otorgado","2012","Becas postdoctorales","F","KE5",33
"Otorgado","2012","Becas postdoctorales","F","KS1",15
"Otorgado","2012","Becas postdoctorales","F","KS2",15
"Otorgado","2012","Becas postdoctorales","F","KS3",16
"Otorgado","2012","Becas postdoctorales","F","KS4",36
"Otorgado","2012","Becas postdoctorales","F","KS5",32
"Otorgado","2012","Becas postdoctorales","F","KS6",5
"Otorgado","2012","Becas postdoctorales","F","KS7",17
"Otorgado","2012","Becas postdoctorales","F","KT1",18
"Otorgado","2012","Becas postdoctorales","M","KA1",21
"Otorgado","2012","Becas postdoctorales","M","KA2",29
"Otorgado","2012","Becas postdoctorales","M","KA3",2
"Otorgado","2012","Becas postdoctorales","M","KA4",3
"Otorgado","2012","Becas postdoctorales","M","KA5",31
"Otorgado","2012","Becas postdoctorales","M","KB1",15
"Otorgado","2012","Becas postdoctorales","M","KB2",43
"Otorgado","2012","Becas postdoctorales","M","KB3",25
"Otorgado","2012","Becas postdoctorales","M","KB4",6
"Otorgado","2012","Becas postdoctorales","M","KE1",28
"Otorgado","2012","Becas postdoctorales","M","KE2",14
"Otorgado","2012","Becas postdoctorales","M","KE3",32
"Otorgado","2012","Becas postdoctorales","M","KE4",4
"Otorgado","2012","Becas postdoctorales","M","KE5",33
"Otorgado","2012","Becas postdoctorales","M","KS1",11
"Otorgado","2012","Becas postdoctorales","M","KS2",10
"Otorgado","2012","Becas postdoctorales","M","KS3",10
"Otorgado","2012","Becas postdoctorales","M","KS4",19
"Otorgado","2012","Becas postdoctorales","M","KS5",21
"Otorgado","2012","Becas postdoctorales","M","KS6",4
"Otorgado","2012","Becas postdoctorales","M","KS7",8
"Otorgado","2012","Becas postdoctorales","M","KT1",19
"Otorgado","2012",NA,"F","KA1",2
"Otorgado","2012",NA,"F","KA3",1
"Otorgado","2012",NA,"F","KA5",5
"Otorgado","2012",NA,"F","KB2",8
"Otorgado","2012",NA,"F","KE1",2
"Otorgado","2012",NA,"F","KE2",2
"Otorgado","2012",NA,"F","KE3",1
"Otorgado","2012",NA,"F","KE5",4
"Otorgado","2012",NA,"F","KS1",2
"Otorgado","2012",NA,"F","KS2",1
"Otorgado","2012",NA,"F","KS4",2
"Otorgado","2012",NA,"F","KS7",2
"Otorgado","2012",NA,"M","KA1",1
"Otorgado","2012",NA,"M","KA2",2
"Otorgado","2012",NA,"M","KA5",5
"Otorgado","2012",NA,"M","KB2",6
"Otorgado","2012",NA,"M","KE2",2
"Otorgado","2012",NA,"M","KE3",6
"Otorgado","2012",NA,"M","KE5",2
"Otorgado","2012",NA,"M","KS1",3
"Otorgado","2012",NA,"M","KS3",2
"Otorgado","2012",NA,"M","KS4",3
"Otorgado","2012",NA,"M","KS5",2
"Otorgado","2012",NA,"M","KS6",1
"Otorgado","2013","Becas doctorales","F","KA1",140
"Otorgado","2013","Becas doctorales","F","KA2",24
"Otorgado","2013","Becas doctorales","F","KA3",61
"Otorgado","2013","Becas doctorales","F","KA4",8
"Otorgado","2013","Becas doctorales","F","KA5",107
"Otorgado","2013","Becas doctorales","F","KB1",140
"Otorgado","2013","Becas doctorales","F","KB2",180
"Otorgado","2013","Becas doctorales","F","KB3",104
"Otorgado","2013","Becas doctorales","F","KB4",46
"Otorgado","2013","Becas doctorales","F","KE1",120
"Otorgado","2013","Becas doctorales","F","KE2",37
"Otorgado","2013","Becas doctorales","F","KE3",37
"Otorgado","2013","Becas doctorales","F","KE4",15
"Otorgado","2013","Becas doctorales","F","KE5",109
"Otorgado","2013","Becas doctorales","F","KS1",57
"Otorgado","2013","Becas doctorales","F","KS2",56
"Otorgado","2013","Becas doctorales","F","KS3",27
"Otorgado","2013","Becas doctorales","F","KS4",85
"Otorgado","2013","Becas doctorales","F","KS5",118
"Otorgado","2013","Becas doctorales","F","KS6",16
"Otorgado","2013","Becas doctorales","F","KS7",52
"Otorgado","2013","Becas doctorales","F","KS8",12
"Otorgado","2013","Becas doctorales","F","KT1",10
"Otorgado","2013","Becas doctorales","M","KA1",58
"Otorgado","2013","Becas doctorales","M","KA2",87
"Otorgado","2013","Becas doctorales","M","KA3",11
"Otorgado","2013","Becas doctorales","M","KA4",36
"Otorgado","2013","Becas doctorales","M","KA5",67
"Otorgado","2013","Becas doctorales","M","KB1",49
"Otorgado","2013","Becas doctorales","M","KB2",102
"Otorgado","2013","Becas doctorales","M","KB3",52
"Otorgado","2013","Becas doctorales","M","KB4",13
"Otorgado","2013","Becas doctorales","M","KE1",83
"Otorgado","2013","Becas doctorales","M","KE2",40
"Otorgado","2013","Becas doctorales","M","KE3",77
"Otorgado","2013","Becas doctorales","M","KE4",13
"Otorgado","2013","Becas doctorales","M","KE5",74
"Otorgado","2013","Becas doctorales","M","KS1",34
"Otorgado","2013","Becas doctorales","M","KS2",34
"Otorgado","2013","Becas doctorales","M","KS3",46
"Otorgado","2013","Becas doctorales","M","KS4",55
"Otorgado","2013","Becas doctorales","M","KS5",57
"Otorgado","2013","Becas doctorales","M","KS6",18
"Otorgado","2013","Becas doctorales","M","KS7",19
"Otorgado","2013","Becas doctorales","M","KS8",10
"Otorgado","2013","Becas doctorales","M","KT1",6
"Otorgado","2013","Becas externas","F","KA2",1
"Otorgado","2013","Becas externas","F","KB2",3
"Otorgado","2013","Becas externas","F","KB3",1
"Otorgado","2013","Becas externas","F","KB4",1
"Otorgado","2013","Becas externas","F","KE1",1
"Otorgado","2013","Becas externas","F","KE3",3
"Otorgado","2013","Becas externas","F","KS3",1
"Otorgado","2013","Becas externas","F","KS4",1
"Otorgado","2013","Becas externas","F","KS5",1
"Otorgado","2013","Becas externas","M","KA1",1
"Otorgado","2013","Becas externas","M","KA5",4
"Otorgado","2013","Becas externas","M","KB1",1
"Otorgado","2013","Becas externas","M","KB2",7
"Otorgado","2013","Becas externas","M","KE1",1
"Otorgado","2013","Becas externas","M","KE3",2
"Otorgado","2013","Becas externas","M","KE4",1
"Otorgado","2013","Becas externas","M","KS3",1
"Otorgado","2013","Becas externas","M","KS4",5
"Otorgado","2013","Becas postdoctorales","F","KA1",47
"Otorgado","2013","Becas postdoctorales","F","KA2",7
"Otorgado","2013","Becas postdoctorales","F","KA3",12
"Otorgado","2013","Becas postdoctorales","F","KA4",1
"Otorgado","2013","Becas postdoctorales","F","KA5",55
"Otorgado","2013","Becas postdoctorales","F","KB1",40
"Otorgado","2013","Becas postdoctorales","F","KB2",66
"Otorgado","2013","Becas postdoctorales","F","KB3",37
"Otorgado","2013","Becas postdoctorales","F","KB4",17
"Otorgado","2013","Becas postdoctorales","F","KE1",43
"Otorgado","2013","Becas postdoctorales","F","KE2",8
"Otorgado","2013","Becas postdoctorales","F","KE3",6
"Otorgado","2013","Becas postdoctorales","F","KE4",5
"Otorgado","2013","Becas postdoctorales","F","KE5",28
"Otorgado","2013","Becas postdoctorales","F","KS1",17
"Otorgado","2013","Becas postdoctorales","F","KS2",17
"Otorgado","2013","Becas postdoctorales","F","KS3",16
"Otorgado","2013","Becas postdoctorales","F","KS4",26
"Otorgado","2013","Becas postdoctorales","F","KS5",33
"Otorgado","2013","Becas postdoctorales","F","KS6",3
"Otorgado","2013","Becas postdoctorales","F","KS7",20
"Otorgado","2013","Becas postdoctorales","F","KS8",7
"Otorgado","2013","Becas postdoctorales","F","KT1",22
"Otorgado","2013","Becas postdoctorales","M","KA1",31
"Otorgado","2013","Becas postdoctorales","M","KA2",26
"Otorgado","2013","Becas postdoctorales","M","KA3",3
"Otorgado","2013","Becas postdoctorales","M","KA4",14
"Otorgado","2013","Becas postdoctorales","M","KA5",32
"Otorgado","2013","Becas postdoctorales","M","KB1",17
"Otorgado","2013","Becas postdoctorales","M","KB2",39
"Otorgado","2013","Becas postdoctorales","M","KB3",20
"Otorgado","2013","Becas postdoctorales","M","KB4",5
"Otorgado","2013","Becas postdoctorales","M","KE1",27
"Otorgado","2013","Becas postdoctorales","M","KE2",16
"Otorgado","2013","Becas postdoctorales","M","KE3",29
"Otorgado","2013","Becas postdoctorales","M","KE4",4
"Otorgado","2013","Becas postdoctorales","M","KE5",18
"Otorgado","2013","Becas postdoctorales","M","KS1",12
"Otorgado","2013","Becas postdoctorales","M","KS2",12
"Otorgado","2013","Becas postdoctorales","M","KS3",7
"Otorgado","2013","Becas postdoctorales","M","KS4",19
"Otorgado","2013","Becas postdoctorales","M","KS5",20
"Otorgado","2013","Becas postdoctorales","M","KS6",9
"Otorgado","2013","Becas postdoctorales","M","KS7",6
"Otorgado","2013","Becas postdoctorales","M","KS8",2
"Otorgado","2013","Becas postdoctorales","M","KT1",17
"Otorgado","2013",NA,"F","KA1",9
"Otorgado","2013",NA,"F","KA2",2
"Otorgado","2013",NA,"F","KA3",4
"Otorgado","2013",NA,"F","KA5",11
"Otorgado","2013",NA,"F","KA6",1
"Otorgado","2013",NA,"F","KB1",5
"Otorgado","2013",NA,"F","KB2",11
"Otorgado","2013",NA,"F","KB3",7
"Otorgado","2013",NA,"F","KB4",6
"Otorgado","2013",NA,"F","KE1",5
"Otorgado","2013",NA,"F","KE2",1
"Otorgado","2013",NA,"F","KE3",6
"Otorgado","2013",NA,"F","KE5",9
"Otorgado","2013",NA,"F","KS1",2
"Otorgado","2013",NA,"F","KS4",5
"Otorgado","2013",NA,"F","KS5",1
"Otorgado","2013",NA,"F","KS6",2
"Otorgado","2013",NA,"F","KS7",3
"Otorgado","2013",NA,"F","KS8",1
"Otorgado","2013",NA,"M","KA1",2
"Otorgado","2013",NA,"M","KA2",11
"Otorgado","2013",NA,"M","KA3",1
"Otorgado","2013",NA,"M","KA4",1
"Otorgado","2013",NA,"M","KA5",10
"Otorgado","2013",NA,"M","KB1",2
"Otorgado","2013",NA,"M","KB2",6
"Otorgado","2013",NA,"M","KB3",4
"Otorgado","2013",NA,"M","KE1",5
"Otorgado","2013",NA,"M","KE2",2
"Otorgado","2013",NA,"M","KE3",9
"Otorgado","2013",NA,"M","KE5",5
"Otorgado","2013",NA,"M","KS1",1
"Otorgado","2013",NA,"M","KS3",2
"Otorgado","2013",NA,"M","KS4",1
"Otorgado","2014","Becas doctorales","F","KA1",85
"Otorgado","2014","Becas doctorales","F","KA2",11
"Otorgado","2014","Becas doctorales","F","KA3",31
"Otorgado","2014","Becas doctorales","F","KA4",8
"Otorgado","2014","Becas doctorales","F","KA5",84
"Otorgado","2014","Becas doctorales","F","KA6",15
"Otorgado","2014","Becas doctorales","F","KB1",78
"Otorgado","2014","Becas doctorales","F","KB2",98
"Otorgado","2014","Becas doctorales","F","KB3",56
"Otorgado","2014","Becas doctorales","F","KB4",20
"Otorgado","2014","Becas doctorales","F","KE1",78
"Otorgado","2014","Becas doctorales","F","KE2",17
"Otorgado","2014","Becas doctorales","F","KE3",22
"Otorgado","2014","Becas doctorales","F","KE4",12
"Otorgado","2014","Becas doctorales","F","KE5",60
"Otorgado","2014","Becas doctorales","F","KS1",19
"Otorgado","2014","Becas doctorales","F","KS2",24
"Otorgado","2014","Becas doctorales","F","KS3",11
"Otorgado","2014","Becas doctorales","F","KS4",30
"Otorgado","2014","Becas doctorales","F","KS5",71
"Otorgado","2014","Becas doctorales","F","KS6",11
"Otorgado","2014","Becas doctorales","F","KS7",39
"Otorgado","2014","Becas doctorales","F","KS8",11
"Otorgado","2014","Becas doctorales","M","KA1",45
"Otorgado","2014","Becas doctorales","M","KA2",41
"Otorgado","2014","Becas doctorales","M","KA3",15
"Otorgado","2014","Becas doctorales","M","KA4",33
"Otorgado","2014","Becas doctorales","M","KA5",40
"Otorgado","2014","Becas doctorales","M","KA6",12
"Otorgado","2014","Becas doctorales","M","KB1",24
"Otorgado","2014","Becas doctorales","M","KB2",45
"Otorgado","2014","Becas doctorales","M","KB3",25
"Otorgado","2014","Becas doctorales","M","KB4",12
"Otorgado","2014","Becas doctorales","M","KE1",56
"Otorgado","2014","Becas doctorales","M","KE2",29
"Otorgado","2014","Becas doctorales","M","KE3",57
"Otorgado","2014","Becas doctorales","M","KE4",14
"Otorgado","2014","Becas doctorales","M","KE5",49
"Otorgado","2014","Becas doctorales","M","KS1",19
"Otorgado","2014","Becas doctorales","M","KS2",14
"Otorgado","2014","Becas doctorales","M","KS3",17
"Otorgado","2014","Becas doctorales","M","KS4",24
"Otorgado","2014","Becas doctorales","M","KS5",30
"Otorgado","2014","Becas doctorales","M","KS6",13
"Otorgado","2014","Becas doctorales","M","KS7",14
"Otorgado","2014","Becas doctorales","M","KS8",8
"Otorgado","2014","Becas doctorales","X","KA4",1
"Otorgado","2014","Becas doctorales","X","KE1",1
"Otorgado","2014","Becas externas","F","KA3",1
"Otorgado","2014","Becas externas","F","KB1",1
"Otorgado","2014","Becas externas","F","KB2",3
"Otorgado","2014","Becas externas","F","KB3",2
"Otorgado","2014","Becas externas","F","KB4",1
"Otorgado","2014","Becas externas","F","KE3",2
"Otorgado","2014","Becas externas","F","KE5",3
"Otorgado","2014","Becas externas","F","KS1",2
"Otorgado","2014","Becas externas","F","KS2",1
"Otorgado","2014","Becas externas","F","KS4",1
"Otorgado","2014","Becas externas","F","KS5",6
"Otorgado","2014","Becas externas","F","KS6",1
"Otorgado","2014","Becas externas","M","KA2",4
"Otorgado","2014","Becas externas","M","KA3",1
"Otorgado","2014","Becas externas","M","KA5",1
"Otorgado","2014","Becas externas","M","KB1",1
"Otorgado","2014","Becas externas","M","KB2",4
"Otorgado","2014","Becas externas","M","KB3",2
"Otorgado","2014","Becas externas","M","KB4",1
"Otorgado","2014","Becas externas","M","KE1",5
"Otorgado","2014","Becas externas","M","KE2",4
"Otorgado","2014","Becas externas","M","KE3",4
"Otorgado","2014","Becas externas","M","KE5",2
"Otorgado","2014","Becas externas","M","KS2",1
"Otorgado","2014","Becas externas","M","KS3",2
"Otorgado","2014","Becas externas","M","KS4",2
"Otorgado","2014","Becas externas","M","KS5",1
"Otorgado","2014","Becas externas","M","KT1",3
"Otorgado","2014","Becas postdoctorales","F","KA1",81
"Otorgado","2014","Becas postdoctorales","F","KA2",1
"Otorgado","2014","Becas postdoctorales","F","KA3",38
"Otorgado","2014","Becas postdoctorales","F","KA4",7
"Otorgado","2014","Becas postdoctorales","F","KA5",51
"Otorgado","2014","Becas postdoctorales","F","KA6",9
"Otorgado","2014","Becas postdoctorales","F","KB1",75
"Otorgado","2014","Becas postdoctorales","F","KB2",96
"Otorgado","2014","Becas postdoctorales","F","KB3",44
"Otorgado","2014","Becas postdoctorales","F","KB4",24
"Otorgado","2014","Becas postdoctorales","F","KE1",62
"Otorgado","2014","Becas postdoctorales","F","KE2",17
"Otorgado","2014","Becas postdoctorales","F","KE3",18
"Otorgado","2014","Becas postdoctorales","F","KE4",5
"Otorgado","2014","Becas postdoctorales","F","KE5",35
"Otorgado","2014","Becas postdoctorales","F","KS1",21
"Otorgado","2014","Becas postdoctorales","F","KS2",30
"Otorgado","2014","Becas postdoctorales","F","KS3",25
"Otorgado","2014","Becas postdoctorales","F","KS4",36
"Otorgado","2014","Becas postdoctorales","F","KS5",43
"Otorgado","2014","Becas postdoctorales","F","KS6",16
"Otorgado","2014","Becas postdoctorales","F","KS7",36
"Otorgado","2014","Becas postdoctorales","F","KS8",12
"Otorgado","2014","Becas postdoctorales","F","KT1",17
"Otorgado","2014","Becas postdoctorales","M","KA1",26
"Otorgado","2014","Becas postdoctorales","M","KA2",37
"Otorgado","2014","Becas postdoctorales","M","KA3",13
"Otorgado","2014","Becas postdoctorales","M","KA4",22
"Otorgado","2014","Becas postdoctorales","M","KA5",37
